3386270054.697,165.806,109.295,176.795,63.594,76.597,532.817,15.519,4.622,0.393,0.000
3386270055.732,165.844,109.345,176.755,63.556,76.361,532.906,15.520,4.563,0.391,0.000
3386270056.769,165.905,109.380,176.805,63.583,76.144,532.800,15.521,4.522,0.394,0.000
3386270057.805,165.988,109.435,176.831,63.557,76.106,532.945,15.516,4.574,0.390,0.000
3386270058.839,166.053,109.464,176.798,63.580,76.195,533.034,15.522,4.592,0.393,0.000
3386270059.874,166.126,109.556,176.837,63.606,76.239,533.136,15.510,4.599,0.390,0.000
3386270060.909,166.103,109.543,176.820,63.539,76.315,533.099,15.511,4.590,0.395,0.000
3386270061.943,166.122,109.626,176.779,63.505,76.413,533.107,15.507,4.502,0.393,0.000
3386270062.978,166.248,109.722,176.820,63.534,76.403,533.079,15.511,4.498,0.394,0.000
3386270064.014,166.322,109.830,176.841,63.562,76.405,533.166,15.503,4.587,0.389,0.000
3386270065.049,166.424,110.079,176.867,63.565,76.395,533.115,15.510,4.536,0.391,0.000
3386270066.083,166.429,110.399,176.823,63.551,76.460,533.121,15.504,4.595,0.398,0.000
3386270067.119,166.456,110.561,176.808,63.585,76.414,533.090,15.508,4.617,0.391,0.000
3386270068.155,166.515,110.600,176.811,63.588,76.339,533.079,15.502,4.579,0.397,0.000
3386270069.190,166.589,110.688,176.870,63.598,76.374,533.104,15.508,4.574,0.400,0.000
3386270070.226,166.612,110.746,176.844,63.557,76.445,533.033,15.506,4.531,0.399,0.000
3386270071.260,166.679,110.772,176.876,63.536,76.523,533.010,15.508,4.601,0.400,0.000
3386270072.296,166.700,110.744,176.813,63.514,76.660,533.060,15.504,4.534,0.400,0.000
3386270073.332,166.800,110.764,176.869,63.579,76.654,533.019,15.500,4.536,0.399,0.000
3386270074.369,166.885,110.826,176.839,63.553,76.530,532.906,15.498,4.526,0.398,0.000
3386270075.406,166.961,110.815,176.856,63.535,76.458,532.869,15.501,4.588,0.399,0.000
3386270076.441,167.014,110.862,176.869,63.544,76.453,532.922,15.498,4.550,0.399,0.000
3386270077.475,167.050,110.908,176.903,63.532,76.488,532.865,15.507,4.495,0.397,0.000
3386270078.510,167.067,110.874,176.832,63.489,76.465,532.975,15.504,4.545,0.395,0.000
3386270079.545,167.065,110.901,176.870,63.470,76.530,533.035,15.508,4.550,0.396,0.000
3386270080.579,167.143,110.920,176.866,63.488,76.510,533.050,15.504,4.601,0.385,0.000
3386270081.613,167.140,110.926,176.845,63.439,76.435,532.981,15.498,4.527,0.391,0.000
3386270082.646,167.233,110.984,176.846,63.508,76.505,533.013,15.496,4.563,0.395,0.000
3386270083.681,167.285,111.029,176.842,63.551,76.622,533.023,15.506,4.544,0.377,0.000
3386270084.716,167.303,111.050,176.895,63.541,76.793,533.029,15.503,4.538,0.381,0.000
3386270085.752,167.289,110.988,176.859,63.488,76.813,533.029,15.506,4.597,0.373,0.000
3386270086.786,167.342,110.996,176.850,63.493,76.812,532.984,15.502,4.598,0.374,0.000
3386270087.821,167.407,110.986,176.814,63.466,76.792,533.179,15.506,4.597,0.374,0.000
3386270088.855,167.446,111.060,176.797,63.493,76.695,533.053,15.501,4.580,0.374,0.000
3386270089.889,167.529,111.014,176.801,63.504,76.612,533.071,15.507,4.573,0.375,0.000
3386270090.923,167.604,111.061,176.803,63.541,76.569,533.161,15.496,4.592,0.378,0.000
3386270091.956,167.622,111.133,176.754,63.508,76.536,533.177,15.503,4.595,0.383,0.000
3386270092.991,167.669,111.150,176.746,63.485,76.661,533.097,15.498,4.533,0.447,0.000
3386270094.026,167.698,111.171,176.699,63.461,76.817,533.168,15.503,4.501,0.513,0.000
3386270095.062,167.737,111.239,176.714,63.507,77.013,533.144,15.496,4.533,0.587,0.000
3386270096.097,167.837,111.245,176.731,63.491,77.263,533.278,15.503,4.465,0.509,0.000
3386270097.133,167.845,111.285,176.738,63.492,77.583,533.239,15.500,4.500,0.463,0.000
3386270098.169,167.923,111.335,176.691,63.537,77.917,533.241,15.508,4.620,0.485,0.000
3386270099.204,167.987,111.387,176.706,63.525,78.072,533.347,15.507,4.601,0.464,0.000
3386270100.239,168.029,111.418,176.715,63.549,78.167,533.240,15.510,4.606,0.461,0.000
3386270101.271,168.093,111.446,176.709,63.554,78.140,533.371,15.504,4.512,0.445,0.000
3386270102.298,168.172,111.412,176.716,63.509,78.094,533.289,15.512,4.598,0.387,0.000
3386270103.329,168.231,111.526,176.707,63.585,77.897,533.310,15.506,4.519,0.391,0.000
3386270104.361,168.307,111.610,176.720,63.595,77.672,533.275,15.514,4.619,0.385,0.000
3386270105.400,168.353,111.618,176.670,63.559,77.524,533.321,15.511,4.642,0.381,0.000
3386270106.433,168.382,111.608,176.721,63.544,77.375,533.308,15.516,4.630,0.375,0.000
3386270107.467,168.440,111.693,176.695,63.569,77.240,533.359,15.513,4.677,0.391,0.000
3386270108.503,168.517,111.772,176.708,63.585,77.104,533.395,15.517,4.588,0.389,0.000
3386270109.538,168.547,111.800,176.664,63.596,77.116,533.457,15.510,4.543,0.390,0.000
3386270110.574,168.581,111.802,176.637,63.584,77.129,533.542,15.515,4.574,0.392,0.000
3386270111.607,168.648,111.844,176.653,63.537,77.148,533.423,15.509,4.537,0.393,0.000
3386270112.641,168.705,111.916,176.613,63.597,77.214,533.465,15.520,4.550,0.391,0.000
3386270113.676,168.787,111.932,176.586,63.578,77.101,533.410,15.507,4.627,0.392,0.000
3386270114.710,168.864,111.969,176.588,63.562,77.113,533.461,15.511,4.616,0.380,0.000
3386270115.745,168.935,112.040,176.589,63.578,77.151,533.506,15.507,4.634,0.382,0.000
3386270116.773,168.963,112.092,176.610,63.575,77.101,533.496,15.512,4.609,0.376,0.000
3386270117.806,168.892,112.031,176.532,63.466,77.098,533.366,15.513,4.565,0.377,0.000
3386270118.840,168.954,112.146,176.553,63.508,77.199,533.356,15.510,4.502,0.376,0.000
3386270119.876,169.043,112.188,176.622,63.534,77.238,533.404,15.503,4.511,0.378,0.000
3386270120.910,169.066,112.233,176.579,63.512,77.179,533.381,15.501,4.558,0.379,0.000
3386270121.945,169.100,112.252,176.613,63.513,77.128,533.429,15.510,4.519,0.379,0.000
3386270122.981,169.192,112.439,176.689,63.525,77.094,533.392,15.505,4.566,0.380,0.000
3386270124.017,169.218,112.517,176.702,63.531,77.104,533.418,15.513,4.547,0.381,0.000
3386270125.053,169.268,112.586,176.699,63.547,77.060,533.429,15.506,4.588,0.380,0.000
3386270126.090,169.299,112.643,176.684,63.511,76.973,533.360,15.510,4.512,0.383,0.000
3386270127.127,169.322,112.659,176.692,63.492,76.912,533.306,15.510,4.602,0.381,0.000
3386270128.162,169.317,112.703,176.662,63.465,76.830,533.270,15.519,4.644,0.383,0.000
3386270129.195,169.433,112.825,176.695,63.486,76.815,533.297,15.515,4.606,0.380,0.000
3386270130.229,169.407,112.870,176.656,63.470,76.716,533.380,15.522,4.652,0.379,0.000
3386270131.264,169.497,112.911,176.703,63.507,76.649,533.354,15.510,4.684,0.379,0.000
3386270132.298,169.588,112.982,176.748,63.519,76.663,533.469,15.511,4.684,0.381,0.000
3386270133.332,169.622,113.023,176.729,63.496,76.611,533.347,15.512,4.605,0.381,0.000
3386270134.367,169.706,113.098,176.748,63.513,76.598,533.339,15.514,4.598,0.387,0.000
3386270135.401,169.784,113.172,176.784,63.492,76.628,533.391,15.508,4.710,0.391,0.000
3386270136.436,169.809,113.229,176.805,63.554,76.650,533.303,15.511,4.692,0.389,0.000
3386270137.473,169.872,113.186,176.785,63.464,76.639,533.343,15.513,4.624,0.394,0.000
3386270138.508,169.865,113.240,176.777,63.446,76.799,533.202,15.512,4.644,0.391,0.000
3386270139.543,169.932,113.319,176.843,63.456,76.852,533.264,15.525,4.613,0.389,0.000
3386270140.579,169.985,113.329,176.883,63.468,76.879,533.418,15.514,4.630,0.391,0.000
3386270141.614,170.006,113.454,176.855,63.469,76.917,533.368,15.518,4.606,0.386,0.000
3386270142.649,170.088,113.455,176.847,63.474,77.036,533.379,15.511,4.588,0.387,0.000
3386270143.683,170.147,113.505,176.824,63.459,77.065,533.417,15.516,4.626,0.387,0.000
3386270144.720,170.160,113.543,176.859,63.446,77.083,533.416,15.510,4.645,0.389,0.000
3386270145.756,170.245,113.595,176.847,63.438,77.070,533.481,15.518,4.649,0.387,0.000
3386270146.792,170.330,113.613,176.820,63.433,77.130,533.466,15.504,4.604,0.389,0.000
3386270147.828,170.354,113.612,176.835,63.378,77.213,533.412,15.515,4.617,0.390,0.000
3386270148.862,170.375,113.598,176.765,63.340,77.130,533.416,15.512,4.554,0.390,0.000
3386270149.896,170.495,113.628,176.836,63.396,77.009,533.412,15.514,4.604,0.391,0.000
3386270150.930,170.584,113.675,176.799,63.380,76.990,533.392,15.504,4.594,0.391,0.000
3386270151.964,170.596,113.702,176.827,63.414,77.043,533.455,15.512,4.584,0.390,0.000
3386270152.999,170.656,113.681,176.783,63.359,77.099,533.449,15.505,4.631,0.388,0.000
3386270154.034,170.703,113.696,176.788,63.358,77.040,533.393,15.511,4.594,0.390,0.000
3386270155.069,170.750,113.738,176.740,63.339,76.965,533.265,15.513,4.577,0.388,0.000
3386270156.103,170.780,113.740,176.736,63.332,77.010,533.438,15.524,4.573,0.388,0.000
3386270157.139,170.811,113.770,176.753,63.356,77.183,533.333,15.511,4.605,0.389,0.000
3386270158.176,170.888,113.784,176.755,63.346,77.275,533.388,15.518,4.565,0.388,0.000
3386270159.211,170.992,113.803,176.745,63.379,77.244,533.397,15.508,4.701,0.386,0.000
3386270160.246,171.034,113.795,176.730,63.366,77.173,533.426,15.512,4.610,0.384,0.000
3386270161.281,171.129,113.843,176.742,63.373,77.268,533.449,15.508,4.712,0.384,0.000
3386270162.318,171.110,113.881,176.789,63.408,77.278,533.452,15.512,4.739,0.384,0.000
3386270163.354,171.237,113.902,176.796,63.466,77.317,533.397,15.503,4.604,0.386,0.000
3386270164.392,171.243,113.927,176.773,63.461,77.381,533.461,15.510,4.642,0.385,0.000
3386270165.426,171.352,113.933,176.777,63.527,77.396,533.477,15.504,4.591,0.384,0.000
3386270166.462,171.329,113.952,176.786,63.477,77.413,533.464,15.513,4.540,0.383,0.000
3386270167.498,171.362,113.943,176.748,63.440,77.433,533.515,15.509,4.619,0.382,0.000
3386270168.532,171.421,113.926,176.741,63.444,77.573,533.541,15.511,4.624,0.382,0.000
3386270169.567,171.528,113.951,176.747,63.504,77.630,533.541,15.503,4.630,0.383,0.000
3386270170.602,171.573,113.923,176.752,63.440,77.547,533.553,15.507,4.624,0.383,0.000
3386270171.637,171.605,113.953,176.735,63.460,77.495,533.527,15.508,4.622,0.385,0.000
3386270172.672,171.687,113.981,176.737,63.463,77.406,533.593,15.508,4.642,0.387,0.000
3386270173.708,171.767,114.014,176.698,63.435,77.378,533.650,15.511,4.622,0.387,0.000
3386270174.744,171.866,114.060,176.753,63.539,77.419,533.718,15.516,4.667,0.388,0.000
3386270175.779,171.847,114.047,176.724,63.499,77.273,533.768,15.514,4.619,0.391,0.000
3386270176.815,171.945,114.046,176.713,63.526,77.377,533.778,15.510,4.645,0.381,0.000
3386270177.851,172.023,114.028,176.727,63.496,77.353,533.795,15.518,4.649,0.383,0.000
3386270178.887,172.036,114.054,176.721,63.466,77.384,533.830,15.515,4.573,0.381,0.000
3386270179.923,172.084,114.068,176.731,63.453,77.448,533.793,15.519,4.597,0.375,0.000
3386270180.960,172.131,114.083,176.722,63.485,77.441,533.858,15.509,4.595,0.379,0.000
3386270181.993,172.138,114.029,176.728,63.476,77.339,533.864,15.519,4.653,0.377,0.000
3386270183.031,172.197,114.067,176.721,63.458,77.457,533.831,15.520,4.674,0.381,0.000
3386270184.066,172.190,114.039,176.780,63.421,77.421,533.762,15.520,4.635,0.382,0.000
3386270185.101,172.231,114.051,176.778,63.459,77.268,533.937,15.513,4.660,0.386,0.000
3386270186.137,172.166,114.020,176.780,63.444,77.218,533.809,15.522,4.616,0.387,0.000
3386270187.173,172.231,114.065,176.777,63.497,77.325,533.936,15.517,4.721,0.386,0.000
3386270188.209,172.197,114.037,176.744,63.432,77.262,533.755,15.522,4.591,0.387,0.000
3386270189.244,172.235,114.048,176.740,63.394,77.205,533.859,15.518,4.525,0.386,0.000
